[2020-01-04 13:20:29]	,----- FRAME: 15935 time: 27.24ms Moving avg: 27.62ms 161 frames since last 
[2020-01-04 13:20:31]	,LuaContext::DiplomacyActionView, 8.59 ms
[2020-01-04 13:20:31]	,GameCoreEvent::DiplomacyStatement, 8.72 ms
[2020-01-04 13:20:31]	,----- FRAME: 16024 time: 27.84ms Moving avg: 27.61ms 90 frames since last 
[2020-01-04 13:20:35]	,LuaContext::DiplomacyActionView, 5.57 ms
[2020-01-04 13:20:35]	,GameCoreEvent::DiplomacySessionClosed, 5.66 ms
[2020-01-04 13:20:35]	,----- FRAME: 16145 time: 28.00ms Moving avg: 27.67ms 122 frames since last 
[2020-01-04 13:20:43]	,LuaContext::DiplomacyActionView, 8.83 ms
[2020-01-04 13:20:43]	,GameCoreEvent::DiplomacyStatement, 8.97 ms
[2020-01-04 13:20:43]	,----- FRAME: 16429 time: 27.63ms Moving avg: 27.71ms 285 frames since last 
[2020-01-04 13:20:52]	,UIManager_ProcessInput, 103.54 ms
[2020-01-04 13:20:52]	,LocalMachineEvent::ShowLeaderScreen, 747.80 ms
[2020-01-04 13:20:52]	,Civ6App_PublishLocalMachine, 747.85 ms
[2020-01-04 13:20:52]	,Civ6App_PublishEvents, 747.88 ms
[2020-01-04 13:20:52]	,----- FRAME: 16745 time: 755.55ms Moving avg: 39.03ms 317 frames since last 
[2020-01-04 13:20:53]	,    LuaContext::DiplomacyActionView, 7.09 ms
[2020-01-04 13:20:53]	,GameCoreEvent::DiplomacyStatement, 7.20 ms
[2020-01-04 13:20:53]	,----- FRAME: 16774 time: 22.17ms Moving avg: 34.94ms 30 frames since last 
[2020-01-04 13:20:59]	,LuaContext::DiplomacyActionView, 8.74 ms
[2020-01-04 13:20:59]	,GameCoreEvent::DiplomacyStatement, 8.87 ms
[2020-01-04 13:20:59]	,----- FRAME: 17083 time: 23.46ms Moving avg: 19.06ms 310 frames since last 
[2020-01-04 13:21:02]	,LuaContext::DiplomacyActionView, 5.17 ms
[2020-01-04 13:21:02]	,GameCoreEvent::DiplomacySessionClosed, 5.26 ms
[2020-01-04 13:21:02]	,----- FRAME: 17231 time: 19.17ms Moving avg: 18.75ms 149 frames since last 
[2020-01-04 13:21:06]	,UIManager_ProcessInput, 119.52 ms
[2020-01-04 13:21:06]	,----- FRAME: 17465 time: 14.78ms Moving avg: 16.36ms 235 frames since last 
[2020-01-04 13:21:13]	,LuaContext::WorldTracker, 25.87 ms
[2020-01-04 13:21:13]	,SerialEvent::GameCoreEventPublishComplete, 25.91 ms
[2020-01-04 13:21:13]	,----- FRAME: 17882 time: 47.42ms Moving avg: 17.12ms 418 frames since last 
[2020-01-04 13:21:32]	,LuaContext::WorldTracker, 27.10 ms
[2020-01-04 13:21:32]	,LuaContext::TechTree, 174.57 ms
[2020-01-04 13:21:32]	,GameCoreEvent::CityFocusChanged, 201.86 ms
[2020-01-04 13:21:32]	,Civ6App_PublishGameCoreEvents, 203.14 ms
[2020-01-04 13:21:32]	,Civ6App_PublishEvents, 203.52 ms
[2020-01-04 13:21:32]	,----- FRAME: 18992 time: 224.45ms Moving avg: 19.66ms 1111 frames since last 
[2020-01-04 13:21:34]	,LuaContext::DistrictPlotIconManager, 18.03 ms
[2020-01-04 13:21:34]	,SerialEvent::InterfaceModeChanged, 21.02 ms
[2020-01-04 13:21:34]	,----- FRAME: 19107 time: 28.50ms Moving avg: 16.67ms 116 frames since last 
[2020-01-04 13:21:34]	,                LuaContext::SettlerWarningIconManager, 21.16 ms
[2020-01-04 13:21:34]	,            SerialEvent::LensLayerOn, 22.56 ms
[2020-01-04 13:21:34]	,----- FRAME: 19108 time: 36.00ms Moving avg: 16.98ms 2 frames since last 
[2020-01-04 13:21:38]	,LuaContext::CityPanel, 17.01 ms
[2020-01-04 13:21:38]	,GameCoreEvent::CityProductionChanged, 17.24 ms
[2020-01-04 13:21:38]	,LuaContext::ProductionPanel, 17.06 ms
[2020-01-04 13:21:38]	,GameCoreEvent::CityProductionQueueChanged, 17.10 ms
[2020-01-04 13:21:38]	,Civ6App_PublishGameCoreEvents, 35.62 ms
